queue_ns,network_ns,total_ns
188,113331,113519
169,85374,85543
129,85839,85968
218,90040,90258
129,89375,89504
129,85572,85701
199,102959,103158
169,91090,91259
119,89564,89683
189,89633,89822
198,85909,86107
119,131542,131661
238,102692,102930
208,116699,116907
190,94339,94529
178,89386,89564
188,97799,97987
179,97152,97331
158,83701,83859
119,88970,89089
129,83185,83314
119,87474,87593
128,83463,83591
188,88416,88604
119,86374,86493
129,86860,86989
198,98908,99106
238,104951,105189
200,94230,94430
188,87642,87830
118,83077,83195
119,87593,87712
129,84116,84245
208,83670,83878
119,84482,84601
119,87217,87336
119,94507,94626
208,112766,112974
178,95667,95845
119,97294,97413
109,94440,94549
178,156014,156192
188,100619,100807
159,98311,98470
218,85879,86097
129,89683,89812
198,94171,94369
119,128318,128437
178,85424,85602
119,149494,149613
198,52785,52983
152,93675,93827
158,93497,93655
128,98826,98954
119,102306,102425
188,104215,104403
128,95234,95362
119,90436,90555
128,85543,85671
119,85592,85711
188,97344,97532
178,97063,97241
178,86633,86811
119,90436,90555
118,85622,85740
118,85969,86087
188,86623,86811
129,90238,90367
128,85642,85770
119,85840,85959
118,89664,89782
119,85523,85642
129,98155,98284
180,95647,95827
188,104753,104941
211,95290,95501
188,85672,85860
128,91011,91139
129,86038,86167
119,103911,104030
178,91020,91198
119,86206,86325
119,90040,90159
118,89416,89534
188,85245,85433
118,81353,81471
119,85859,85978
119,84780,84899
118,89159,89277
119,85513,85632
119,85850,85969
118,179080,179198
293,119645,119938
218,97928,98146
119,99176,99295
148,90407,90555
198,92377,92575
181,94883,95064
119,96996,97115
250,95676,95926
218,90267,90485
118,96393,96511
119,104049,104168
171,95775,95946
158,91278,91436
250,123660,123910
208,71824,72032
138,93953,94091
168,84919,85087
119,92378,92497
178,94072,94250
178,85909,86087
188,85345,85533
119,85681,85800
129,89604,89733
119,85443,85562
119,89832,89951
188,99311,99499
128,103485,103613
188,89902,90090
118,102016,102134
168,93985,94153
159,90109,90268
119,86058,86177
128,85236,85364
118,151686,151804
129,62435,62564
149,89406,89555
119,105555,105674
178,95360,95538
119,91266,91385
178,98364,98542
197,114477,114674
187,108804,108991
168,106526,106694
168,90664,90832
129,77985,78114
188,101702,101890
129,89703,89832
119,104742,104861
128,109270,109398
191,92202,92393
188,95736,95924
207,90367,90574
168,95468,95636
247,94669,94916
128,96006,96134
227,91545,91772
188,92437,92625
201,95399,95600
188,89802,89990
337,85988,86325
128,89941,90069
129,85919,86048
119,85206,85325
119,89357,89476
119,85295,85414
129,119284,119413
207,95716,95923
178,91288,91466
119,89535,89654
119,104673,104792
218,91823,92041
169,91228,91397
128,86524,86652
119,85899,86018
190,95508,95698
188,91773,91961
178,85543,85721
129,90357,90486
119,85563,85682
118,89783,89901
178,88269,88447
149,116478,116627
267,104978,105245
277,90736,91013
188,103049,103237
260,92668,92928
238,95725,95963
148,93111,93259
220,101207,101427
131,89527,89658
267,136545,136812
217,98879,99096
201,53557,53758
327,103244,103571
197,99543,99740
218,101405,101623
168,90783,90951
119,90287,90406
129,85612,85741
129,89871,90000
128,104475,104603
188,94419,94607
238,96323,96561
168,136595,136763
188,105822,106010
157,88743,88900
188,85563,85751
128,85097,85225
119,99252,99371
178,97024,97202
129,95996,96125
128,85632,85760
188,85434,85622
188,89832,90020
181,95775,95956
128,92992,93120
243,100691,100934
178,98143,98321
119,95976,96095
178,92946,93124
129,85820,85949
118,90754,90872
197,95617,95814
168,104525,104693
168,160281,160449
151,93686,93837
128,98599,98727
187,104020,104207
190,95617,95807
198,90059,90257
119,85533,85652
118,150386,150504
5600,101414,107014
178,98691,98869
161,95646,95807
119,85523,85642
119,90416,90535
129,85592,85721
191,96033,96224
129,86296,86425
119,89554,89673
128,85206,85334
169,88791,88960
128,84424,84552
198,105495,105693
220,95766,95986
307,84701,85008
128,89129,89257
129,85127,85256
128,89119,89247
148,88990,89138
129,84701,84830
247,36067,36314
198,94361,94559
148,136808,136956
168,98572,98740
198,114814,115012
207,131112,131319
198,103138,103336
250,97489,97739
168,103277,103445
168,103733,103901
188,97621,97809
179,85958,86137
119,89891,90010
128,94815,94943
197,97393,97590
178,102491,102669
108,97720,97828
158,95696,95854
228,97799,98027
118,95402,95520
197,93359,93556
129,86325,86454
198,97935,98133
475,103395,103870
178,101434,101612
208,99056,99264
188,97512,97700
178,97163,97341
118,112351,112469
178,96729,96907
188,98014,98202
119,99364,99483
178,90426,90604
128,94309,94437
237,112479,112716
191,95874,96065
129,86167,86296
198,85711,85909
188,102118,102306
178,98948,99126
168,88964,89132
129,97033,97162
198,102048,102246
178,85176,85354
183,87237,87420
177,91965,92142
193,101959,102152
426,95104,95530
208,99507,99715
228,99047,99275
141,96003,96144
188,111231,111419
99,104089,104188
227,96687,96914
119,85859,85978
119,89921,90040
129,86246,86375
188,111822,112010
198,101464,101662
121,89171,89292
188,99124,99312
191,113183,113374
128,95224,95352
129,101622,101751
208,94398,94606
168,92566,92734
178,91338,91516
128,109686,109814
161,96063,96224
128,89812,89940
119,89921,90040
119,107655,107774
178,96353,96531
180,108904,109084
188,100067,100255
118,96601,96719
207,96779,96986
168,95223,95391
198,92377,92575
129,92268,92397
179,92568,92747
209,98908,99117
208,102237,102445
138,94953,95091
191,96243,96434
179,94031,94210
189,102721,102910
179,98175,98354
192,97144,97336
178,102801,102979
119,93397,93516
138,94371,94509
169,94232,94401
189,101642,101831
168,101719,101887
209,92984,93193
188,96828,97016
129,115679,115808
179,110359,110538
178,94510,94688
178,98145,98323
179,87546,87725
181,99760,99941
178,103168,103346
119,95223,95342
198,102097,102295
119,91737,91856
139,85486,85625
129,93697,93826
168,125535,125703
189,129318,129507
178,117994,118172
119,108437,108556
208,94590,94798
181,100830,101011
188,120701,120889
178,99513,99691
129,95894,96023
119,106258,106377
188,106466,106654
189,102355,102544
178,101395,101573
120,96183,96303
191,98978,99169
168,96647,96815
120,95253,95373
173,111736,111909
189,95936,96125
139,99156,99295
188,100275,100463
175,100308,100483
125,101279,101404
205,96226,96431
186,99356,99542
230,94810,95040
205,96009,96214
126,95404,95530
116,94315,94431
195,102953,103148
21463,91155,112618
180,99387,99567
175,96850,97025
180,95821,96001
185,102417,102602
186,96989,97175
175,93562,93737
196,108628,108824
280,98851,99131
185,110204,110389
195,102442,102637
161,120188,120349
265,100882,101147
4782,94840,99622
186,94988,95174
126,95731,95857
165,82339,82504
185,89521,89706
116,93403,93519
106,99981,100087
155,98099,98254
7491,108049,115540
186,101397,101583
195,99298,99493
175,98694,98869
176,88609,88785
126,104865,104991
175,97296,97471
126,92126,92252
136,95968,96104
126,98634,98760
195,101739,101934
186,97376,97562
175,98733,98908
175,97505,97680
215,101610,101825
5029,96212,101241
126,100119,100245
11855,93086,104941
165,99387,99552
205,102695,102900
116,96434,96550
116,92363,92479
195,100021,100216
195,97792,97987
185,99119,99304
106,98347,98453
116,94493,94609
8595,96425,105020
175,97098,97273
185,102289,102474
205,103765,103970
115,97911,98026
165,92215,92380
185,90739,90924
176,104240,104416
185,96860,97045
176,92541,92717
126,96663,96789
116,98683,98799
145,99416,99561
195,107391,107586
166,97227,97393
126,99753,99879
186,42012,42198
175,98882,99057
186,87411,87597
116,96058,96174
255,105816,106071
5118,96078,101196
185,101170,101355
264,88619,88883
116,100535,100651
166,91819,91985
126,87728,87854
255,92264,92519
106,85865,85971
165,86826,86991
175,104270,104445
195,96751,96946
195,95563,95758
175,96138,96313
125,94801,94926
155,107113,107268
175,94583,94758
235,96524,96759
185,119847,120032
175,104072,104247
116,99367,99483
106,95989,96095
175,90719,90894
185,88352,88537
195,91531,91726
126,87302,87428
117,90253,90370
13697,94790,108487
185,100456,100641
5525,101912,107437
175,98812,98987
186,77722,77908
186,91442,91628
225,88559,88784
146,96871,97017
146,96355,96501
116,86945,87061
136,96335,96471
175,87599,87774
126,79178,79304
11022,98193,109215
146,108995,109141
116,90184,90300
176,69531,69707
116,101556,101672
294,97574,97868
186,93601,93787
206,95899,96105
185,95068,95253
195,82051,82246
146,86836,86982
136,95632,95768
185,97821,98006
215,80298,80513
165,97307,97472
116,96187,96303
126,91927,92053
205,79783,79988
175,83934,84109
136,93641,93777
186,90779,90965
205,105484,105689
186,89322,89508
176,103517,103693
146,90075,90221
176,66549,66725
126,96385,96511
107,94255,94362
186,101813,101999
176,93532,93708
176,88074,88250
136,88748,88884
12052,105984,118036
126,74009,74135
206,88480,88686
136,92541,92677
196,86984,87180
176,88738,88914
126,92294,92420
186,80526,80712
146,97286,97432
156,92948,93104
126,73325,73451
175,88382,88557
136,93978,94114
206,97336,97542
255,88153,88408
156,76593,76749
15549,104607,120156
206,101051,101257
196,97554,97750
166,130668,130834
185,103527,103712
216,110104,110320
127,100822,100949
116,101912,102028
245,101764,102009
175,95117,95292
255,95028,95283
9933,103745,113678
175,100724,100899
176,91680,91856
135,116425,116560
166,116523,116689
210,115939,116149
175,107767,107942
186,99990,100176
244,130738,130982
126,107955,108081
166,94255,94421
126,98831,98957
186,90055,90241
2979,100347,103326
166,95404,95570
175,97718,97893
175,116722,116897
195,97901,98096
156,90897,91053
205,92968,93173
17045,105885,122930
196,108024,108220
205,104626,104831
106,102893,102999
166,102061,102227
176,104339,104515
175,95979,96154
185,100209,100394
186,120113,120299
234,101506,101740
175,121749,121924
125,91858,91983
185,104875,105060
195,97405,97600
205,96305,96510
116,94463,94579
195,102586,102781
186,102566,102752
107,94612,94719
156,101516,101672
186,104646,104832
175,101160,101335
176,101605,101781
116,96940,97056
196,99257,99453
126,96058,96184
14073,106291,120364
216,108915,109131
176,94741,94917
175,98466,98641
186,99158,99344
175,109728,109903
126,74048,74174
185,94592,94777
186,105359,105545
176,100397,100573
205,102378,102583
176,102051,102227
1978,120763,122741
176,109074,109250
12231,103468,115699
6535,96127,102662
116,118475,118591
185,108965,109150
185,93978,94163
127,102110,102237
195,99099,99294
156,102477,102633
166,98910,99076
156,106306,106462
116,102071,102187
127,100624,100751
186,99545,99731
176,96384,96560
166,104279,104445
186,93621,93807
185,113740,113925
176,93691,93867
106,136365,136471
205,100813,101018
206,105280,105486
186,94107,94293
185,105410,105595
185,102160,102345
195,115463,115658
176,97791,97967
176,111842,112018
178,103792,103970
168,103217,103385
298,111686,111984
208,98690,98898
169,93054,93223
120,113905,114025
179,99928,100107
189,91605,91794
159,85810,85969
130,118491,118621
209,101183,101392
119,81283,81402
253,90753,91006
263,103197,103460
119,103541,103660
179,114529,114708
183,99044,99227
208,108091,108299
307,111567,111874
173,93051,93224
188,98924,99112
188,105278,105466
109,92882,92991
209,103781,103990
119,108100,108219
184,102867,103051
114,101384,101498
169,97964,98133
120,99720,99840
189,95270,95459
109,97677,97786
208,93124,93332
119,101751,101870
129,110673,110802
179,103801,103980
243,96320,96563
168,92714,92882
129,101028,101157
178,98473,98651
174,93952,94126
6181,97363,103544
183,89941,90124
159,91911,92070
119,103088,103207
248,110418,110666
130,81035,81165
178,95785,95963
159,86028,86187
129,99155,99284
267,108803,109070
114,103395,103509
178,92219,92397
158,108665,108823
188,109299,109487
179,102993,103172
188,97135,97323
179,94447,94626
130,114476,114606
129,107070,107199
208,90892,91100
199,90574,90773
129,90535,90664
129,90832,90961
119,91179,91298
188,109467,109655
189,94391,94580
188,95045,95233
179,90825,91004
158,128991,129149
189,112390,112579
178,98205,98383
188,108328,108516
188,95309,95497
169,106641,106810
198,106219,106417
16776,156886,173662
569,74690,75259
381,91456,91837
188,105961,106149
119,101711,101830
119,97905,98024
179,94586,94765
188,123194,123382
129,103336,103465
188,101454,101642
173,101728,101901
282,116451,116733
189,100291,100480
179,96171,96350
119,104841,104960
99,110953,111052
174,100688,100862
178,129871,130049
203,119170,119373
179,102533,102712
169,110494,110663
199,106912,107111
209,94804,95013
188,122227,122415
213,102501,102714
159,101899,102058
198,104049,104247
198,101900,102098
188,97846,98034
159,97026,97185
99,97102,97201
228,110706,110934
183,91278,91461
149,91604,91753
120,87414,87534
178,107140,107318
120,87820,87940
159,101325,101484
188,99661,99849
178,119670,119848
119,95669,95788
218,96699,96917
189,101662,101851
173,103700,103873
124,102207,102331
194,96191,96385
189,85523,85712
120,91010,91130
198,90161,90359
149,109319,109468
228,133291,133519
184,96201,96385
169,87702,87871
119,94131,94250
188,111320,111508
179,98987,99166
129,92955,93084
119,97739,97858
179,111934,112113
159,98886,99045
129,135774,135903
129,96560,96689
218,104822,105040
218,97410,97628
179,107553,107732
183,103207,103390
178,97472,97650
188,101899,102087
189,104782,104971
169,114162,114331
199,95874,96073
268,95458,95726
213,91159,91372
179,91991,92170
129,80996,81125
178,95448,95626
253,112191,112444
189,100413,100602
129,100253,100382
189,105842,106031
178,150814,150992
188,105921,106109
248,102712,102960
263,135737,136000
213,108675,108888
198,94210,94408
188,127892,128080
327,102356,102683
179,102880,103059
119,103128,103247
188,102226,102414
184,101780,101964
188,96082,96270
120,100909,101029
208,114955,115163
174,102600,102774
169,101523,101692
169,98776,98945
129,87425,87554
120,90663,90783
199,86513,86712
189,90436,90625
169,86157,86326
119,114962,115081
198,104951,105149
184,99777,99961
179,89604,89783
139,84770,84909
119,103321,103440
178,120087,120265
188,113291,113479
223,107427,107650
169,111567,111736
179,100450,100629
109,112895,113004
114,100532,100646
248,103221,103469
173,99810,99983
188,93101,93289
213,93428,93641
189,95884,96073
130,99542,99672
143,101385,101528
188,97700,97888
188,108794,108982
173,99856,100029
179,101701,101880
188,94527,94715
169,92209,92378
120,81481,81601
169,98905,99074
169,91446,91615
129,81134,81263
159,85908,86067
129,90902,91031
263,101048,101311
169,95896,96065
119,94973,95092
199,96805,97004
158,116679,116837
178,98512,98690
179,95461,95640
158,104544,104702
179,101651,101830
119,102217,102336
174,113826,114000
129,101196,101325
204,91852,92056
208,86167,86375
129,107434,107563
238,90961,91199
119,88257,88376
129,90149,90278
129,112199,112328
129,94213,94342
199,92013,92212
208,96013,96221
178,92638,92816
204,98152,98356
208,87216,87424
189,91565,91754
119,81739,81858
199,95438,95637
149,85918,86067
119,91090,91209
119,95597,95716
119,97172,97291
218,96700,96918
188,89498,89686
208,101682,101890
178,96521,96699
178,105495,105673
120,116985,117105
189,98610,98799
188,94590,94778
169,94480,94649
183,110820,111003
179,99839,100018
189,97085,97274
158,95481,95639
218,99423,99641
168,96878,97046
158,99404,99562
218,84119,84337
139,124063,124202
179,102890,103069
178,98899,99077
183,107635,107818
114,103722,103836
199,107694,107893
7103,109388,116491
178,103633,103811
119,94778,94897
179,93381,93560
130,95926,96056
178,100255,100433
198,96996,97194
179,94371,94550
238,99997,100235
119,98937,99056
188,99572,99760
317,99522,99839
199,97799,97998
198,97806,98004
174,96897,97071
189,93370,93559
168,95104,95272
347,98007,98354
183,106820,107003
178,104584,104762
169,101285,101454
189,100839,101028
129,102940,103069
179,97739,97918
129,96858,96987
168,96412,96580
129,142879,143008
168,117204,117372
169,98789,98958
168,102117,102285
129,98125,98254
179,99710,99889
119,104554,104673
120,97788,97908
120,105029,105149
179,98638,98817
209,110269,110478
174,92080,92254
129,86969,87098
179,92932,93111
129,96838,96967
178,98126,98304
188,90218,90406
129,87881,88010
129,91000,91129
198,169258,169456
257,70380,70637
198,103703,103901
129,95755,95884
178,115896,116074
130,101186,101316
168,89921,90089
179,106021,106200
139,90874,91013
188,95013,95201
189,91030,91219
129,97333,97462
159,102325,102484
149,95798,95947
129,97729,97858
119,102603,102722
258,95837,96095
238,100800,101038
208,97680,97888
208,93400,93608
159,107387,107546
193,98740,98933
188,97987,98175
188,87256,87444
189,94734,94923
184,94975,95159
189,106753,106942
129,93873,94002
189,94110,94299
169,93309,93478
198,101702,101900
140,103048,103188
149,99037,99186
496,98769,99265
248,93945,94193
188,96600,96788
179,101183,101362
119,98691,98810
253,127780,128033
183,120235,120418
268,97343,97611
208,96996,97204
188,99351,99539
120,84314,84434
129,84363,84492
392,89683,90075
119,95292,95411
159,114916,115075
337,96984,97321
174,92162,92336
189,101661,101850
174,100701,100875
129,118719,118848
243,101543,101786
179,101641,101820
164,96887,97051
169,92199,92368
154,96983,97137
169,85265,85434
120,90656,90776
188,97363,97551
199,96706,96905
189,84769,84958
119,88861,88980
129,84027,84156
129,88534,88663
129,85106,85235
129,88881,89010
130,85047,85177
188,41584,41772
109,104039,104148
168,98453,98621
188,111505,111693
189,117808,117997
114,92559,92673
209,94945,95154
149,90783,90932
6825,124901,131726
208,97789,97997
189,95557,95746
278,100572,100850
247,95213,95460
158,100956,101114
243,100027,100270
189,94430,94619
119,95877,95996
169,93697,93866
209,101612,101821
119,107051,107170
713,111716,112429
178,39791,39969
99,94411,94510
199,90468,90667
168,130393,130561
183,101147,101330
209,93242,93451
198,104545,104743
213,94728,94941
188,89131,89319
188,106397,106585
183,86338,86521
173,93536,93709
178,96402,96580
203,109792,109995
128,84691,84819
198,83691,83889
128,113609,113737
197,97611,97808
207,99226,99433
6337,97336,103673
175,105439,105614
166,94464,94630
206,98693,98899
117,94532,94649
176,103111,103287
116,92374,92490
176,94225,94401
175,91383,91558
175,101903,102078
245,105438,105683
106,102071,102177
166,102913,103079
126,92552,92678
254,91918,92172
195,86915,87110
13756,93235,106991
42165,95751,137916
225,99228,99453
116,101407,101523
245,92661,92906
176,96306,96482
245,104775,105020
175,93552,93727
166,85776,85942
176,98089,98265
127,90857,90984
245,99159,99404
166,109391,109557
156,91730,91886
17159,100783,117942
166,108183,108349
146,100447,100593
166,92442,92608
117,94641,94758
175,96137,96312
117,94978,95095
186,96504,96690
106,97108,97214
165,95157,95322
185,92839,93024
185,98495,98680
255,96018,96273
185,96544,96729
215,91383,91598
126,80348,80474
206,105864,106070
127,90293,90420
127,89223,89350
166,91432,91598
126,80120,80246
165,89907,90072
235,94979,95214
166,88728,88894
196,105756,105952
195,118940,119135
166,91690,91856
205,152650,152855
186,96177,96363
176,87272,87448
173,104802,104975
184,101404,101588
119,91934,92053
119,90459,90578
198,95042,95240
178,94240,94418
535,87448,87983
120,105475,105595
193,89198,89391
169,87761,87930
209,97025,97234
178,104574,104752
129,100294,100423
209,94926,95135
179,92291,92470
179,110098,110277
169,103455,103624
159,89217,89376
130,84195,84325
129,89207,89336
130,84135,84265
183,125762,125945
139,110220,110359
199,85515,85714
124,97340,97464
228,101849,102077
129,169998,170127
129,89603,89732
129,93074,93203
129,97105,97234
193,91766,91959
188,94619,94807
178,87140,87318
189,99433,99622
148,93559,93707
198,97452,97650
119,94728,94847
179,94510,94689
337,104366,104703
208,97917,98125
287,103227,103514
129,96581,96710
119,98641,98760
208,102323,102531
129,95629,95758
129,87177,87306
129,83937,84066
179,96062,96241
252,134685,134937
198,99116,99314
191,111954,112145
268,109140,109408
204,104524,104728
230,104743,104973
183,110498,110681
218,100849,101067
199,110237,110436
159,98631,98790
119,93101,93220
208,91003,91211
184,104019,104203
211,110963,111174
193,118729,118922
189,100304,100493
173,93529,93702
188,115569,115757
188,113886,114074
174,93180,93354
169,91456,91625
204,106555,106759
174,107456,107630
169,86077,86246
129,90931,91060
7380,86028,93408
228,114371,114599
624,97393,98017
213,101950,102163
208,91895,92103
189,93410,93599
159,103732,103891
189,89245,89434
169,101860,102029
188,100722,100910
189,102038,102227
169,97858,98027
179,92439,92618
178,118750,118928
173,95755,95928
189,107605,107794
179,94074,94253
158,93272,93430
178,94303,94481
173,94827,95000
208,101464,101672
178,98046,98224
109,102999,103108
183,97343,97526
275,93364,93639
236,102278,102514
185,105736,105921
166,109916,110082
176,115909,116085
175,97604,97779
205,104221,104426
175,98564,98739
176,100218,100394
185,99634,99819
166,98891,99057
185,99139,99324
175,102081,102256
196,104903,105099
151,108173,108324
195,93018,93213
175,92988,93163
126,100486,100612
176,114948,115124
176,99951,100127
176,94206,94382
6892,106756,113648
195,105013,105208
176,104399,104575
17738,101001,118739
127,98861,98988
176,93978,94154
176,94087,94263
116,97257,97373
176,121981,122157
166,103656,103822
186,96979,97165
270,109153,109423
155,134611,134766
176,121030,121206
6268,117018,123286
186,94968,95154
175,110501,110676
186,94443,94629
185,92988,93173
206,104230,104436
205,101585,101790
156,102457,102613
543,109985,110528
186,94116,94302
116,114602,114718
166,97415,97581
175,94979,95154
106,140039,140145
165,92472,92637
206,110351,110557
185,93681,93866
127,95929,96056
156,93364,93520
166,116702,116868
185,103577,103762
176,99297,99473
175,103250,103425
117,112511,112628
206,97029,97235
176,94899,95075
156,102814,102970
186,93136,93322
116,97207,97323
235,99199,99434
176,103576,103752
176,116583,116759
185,120792,120977
206,113402,113608
116,115830,115946
176,104834,105010
205,144576,144781
185,98564,98749
126,83706,83832
175,94959,95134
175,89461,89636
127,91838,91965
116,86816,86932
126,91750,91876
126,92799,92925
116,89075,89191
195,98664,98859
185,97009,97194
186,106499,106685
205,97207,97412
156,94215,94371
394,95325,95719
116,108540,108656
352,98660,99012
209,102335,102544
183,98542,98725
129,86853,86982
209,96461,96670
188,91053,91241
189,184225,184414
426,145653,146079
377,148307,148684
427,93182,93609
199,91082,91281
188,90677,90865
139,116605,116744
193,103941,104134
199,105020,105219
188,104237,104425
159,116391,116550
199,114272,114471
189,90973,91162
218,98977,99195
198,87388,87586
208,113896,114104
219,92231,92450
188,96264,96452
118,94134,94252
198,93212,93410
130,88992,89122
199,110532,110731
119,97965,98084
188,85843,86031
199,99252,99451
189,90746,90935
149,110775,110924
184,91000,91184
179,89445,89624
198,89386,89584
168,85107,85275
417,101939,102356
129,84760,84889
119,89247,89366
199,90049,90248
129,85315,85444
237,94706,94943
208,138769,138977
188,97558,97746
199,90703,90902
179,91961,92140
119,81085,81204
159,85691,85850
198,143748,143946
287,98135,98422
189,139314,139503
178,102365,102543
159,95698,95857
183,101986,102169
174,98142,98316
179,82898,83077
129,105159,105288
203,103541,103744
129,154211,154340
164,120849,121013
247,100174,100421
228,94629,94857
188,103930,104118
119,101018,101137
516,117501,118017
179,103276,103455
189,103303,103492
203,100691,100894
163,93566,93729
208,94391,94599
198,103274,103472
203,100791,100994
189,110487,110676
119,142929,143048
208,107823,108031
119,102580,102699
174,101603,101777
189,91218,91407
273,125561,125834
248,124078,124326
278,96708,96986
248,117987,118235
238,94371,94609
179,89903,90082
188,92856,93044
1892,102385,104277
248,95253,95501
248,102068,102316
189,93024,93213
228,100478,100706
317,101988,102305
327,114093,114420
228,116283,116511
168,95154,95322
213,102287,102500
228,103069,103297
208,104970,105178
203,91248,91451
307,91070,91377
194,93665,93859
139,89634,89773
209,85780,85989
209,90099,90308
178,92120,92298
178,116607,116785
144,42951,43095
238,135628,135866
208,100117,100325
208,101405,101613
223,94160,94383
218,111151,111369
159,110092,110251
184,94546,94730
149,95045,95194
218,92566,92784
179,86899,87078
248,91655,91903
179,87246,87425
219,103365,103584
124,94052,94176
178,91565,91743
208,89505,89713
119,83948,84067
189,105257,105446
179,116708,116887
173,92853,93026
119,84284,84403
119,83898,84017
119,87554,87673
130,84769,84899
130,87929,88059
119,109824,109943
189,127803,127992
456,103505,103961
183,103010,103193
129,101463,101592
171,99849,100020
118,96794,96912
346,101573,101919
168,97789,97957
181,102797,102978
131,98957,99088
208,98725,98933
178,108383,108561
158,96432,96590
257,100384,100641
178,92578,92756
228,89101,89329
208,100770,100978
129,97090,97219
109,103444,103553
119,88279,88398
128,93242,93370
118,96378,96496
119,102206,102325
158,96595,96753
228,101969,102197
191,86804,86995
141,159353,159494
178,140908,141086
317,148065,148382
168,58468,58636
149,100136,100285
169,95733,95902
208,101761,101969
189,91508,91697
198,98640,98838
199,105287,105486
178,104455,104633
188,97441,97629
199,98442,98641
119,102028,102147
159,95094,95253
120,98798,98918
119,103911,104030
181,97006,97187
189,101042,101231
171,95995,96166
129,103662,103791
211,100226,100437
178,98517,98695
188,92677,92865
120,93499,93619
189,96932,97121
199,92984,93183
208,124628,124836
179,96728,96907
188,111632,111820
201,102860,103061
179,97154,97333
179,94360,94539
110,95519,95629
182,100571,100753
119,100954,101073
201,95381,95582
159,101513,101672
119,94534,94653
139,100354,100493
188,100037,100225
178,100384,100562
211,97655,97866
238,95515,95753
119,102682,102801
119,99680,99799
129,101781,101910
129,102583,102712
198,98675,98873
158,102771,102929
179,92330,92509
178,100557,100735
119,105455,105574
540,106347,106887
171,101058,101229
132,93137,93269
199,94881,95080
129,104317,104446
188,97595,97783
168,96897,97065
119,101102,101221
250,97581,97831
198,99052,99250
109,95352,95461
251,112489,112740
178,97917,98095
208,101978,102186
181,96080,96261
168,100790,100958
178,95248,95426
179,100814,100993
16879,82291,99170
159,101245,101404
168,94485,94653
119,101003,101122
221,95976,96197
159,99002,99161
178,98299,98477
188,98829,99017
110,98596,98706
198,96758,96956
188,130853,131041
148,101632,101780
169,112924,113093
161,91652,91813
169,93088,93257
110,98477,98587
198,95570,95768
189,106327,106516
129,97739,97868
129,97793,97922
109,95500,95609
149,98373,98522
119,98001,98120
181,91365,91546
119,96452,96571
159,97625,97784
129,98620,98749
188,95436,95624
119,104623,104742
109,96348,96457
199,97877,98076
179,96808,96987
189,111190,111379
9879,87001,96880
119,93386,93505
198,99542,99740
189,97140,97329
189,89532,89721
199,96213,96412
189,103335,103524
158,91821,91979
129,95995,96124
188,98141,98329
119,96610,96729
109,93866,93975
119,97695,97814
213,104203,104416
188,110755,110943
218,92078,92296
208,88849,89057
188,96595,96783
198,98289,98487
188,91038,91226
178,87294,87472
129,93579,93708
110,98298,98408
486,93618,94104
178,94842,95020
119,98215,98334
110,96966,97076
129,102375,102504
168,117075,117243
129,101751,101880
188,95149,95337
198,105049,105247
207,90548,90755
197,85130,85327
118,84862,84980
118,89805,89923
119,84733,84852
128,91979,92107
186,92620,92806
4900,87133,92033
433,99089,99522
176,96741,96917
116,92185,92301
165,93948,94113
155,96970,97125
165,100942,101107
195,91581,91776
185,92442,92627
175,97564,97739
314,96464,96778
126,95582,95708
106,133214,133320
155,121387,121542
165,119138,119303
145,97831,97976
235,132500,132735
195,102071,102266
165,92938,93103
205,99733,99938
195,106072,106267
106,97712,97818
126,98326,98452
206,94334,94540
126,101130,101256
165,95454,95619
126,97900,98026
166,95642,95808
126,97950,98076
116,95276,95392
186,97930,98116
156,96147,96303
285,100466,100751
166,100287,100453
185,133957,134142
176,96592,96768
185,88659,88844
116,93344,93460
30121,99158,129279
28971,98732,127703
185,94840,95025
196,100476,100672
185,92492,92677
116,96078,96194
117,97979,98096
116,97880,97996
116,94800,94916
186,95562,95748
225,94434,94659
117,99267,99384
126,100863,100989
186,93432,93618
13598,94939,108537
254,99812,100066
4663,90738,95401
146,146597,146743
235,48808,49043
176,91451,91627
215,97831,98046
175,98396,98571
106,94929,95035
126,97702,97828
185,95702,95887
185,94701,94886
116,97217,97333
116,98218,98334
106,97574,97680
116,98792,98908
96,89511,89607
186,94869,95055
126,96346,96472
329,111421,111750
215,125503,125718
185,102437,102622
186,102209,102395
185,97266,97451
176,100634,100810
175,95117,95292
116,101902,102018
175,95295,95470
176,95919,96095
125,95137,95262
195,98306,98501
126,95483,95609
116,99307,99423
166,95582,95748
106,115562,115668
166,56336,56502
136,81704,81840
176,88975,89151
136,92413,92549
205,102834,103039
196,96167,96363
196,97276,97472
156,98267,98423
176,60219,60395
175,105459,105634
176,92472,92648
116,95018,95134
462,100486,100948
235,94146,94381
136,98208,98344
116,94790,94906
225,93294,93519
117,102783,102900
175,93017,93192
156,100465,100621
185,93315,93500
126,106320,106446
116,94681,94797
195,97653,97848
195,96504,96699
117,94304,94421
185,98495,98680
195,98029,98224
116,95335,95451
116,128974,129090
195,98019,98214
116,95662,95778
186,89104,89290
195,95068,95263
145,98059,98204
116,95335,95451
107,95196,95303
185,99436,99621
186,100555,100741
165,93939,94104
15182,94493,109675
126,101357,101483
264,104250,104514
185,100278,100463
175,95751,95926
165,94137,94302
155,98138,98293
126,90798,90924
22959,100277,123236
166,101030,101196
591,99426,100017
175,98970,99145
